run_num,seed,test_f1_full,test_f1_per,test_miou_full,test_miou_per,test_mof_full,test_mof_per
1,10,0.7013933062553406,0.7095863819122314,0.45117056369781494,0.5266215801239014,0.6144259572029114,0.6949067711830139
2,42,0.7868466973304749,0.7910866141319275,0.629790723323822,0.6504259705543518,0.696941077709198,0.7121652364730835
