run_num,seed,test_f1_full,test_f1_per,test_miou_full,test_miou_per,test_mof_full,test_mof_per
1,10,0.5034642815589905,0.6254985332489014,0.33229511976242065,0.4407070577144623,0.48644474148750305,0.5128688216209412
2,42,0.5317999720573425,0.6377213597297668,0.3158504068851471,0.40586453676223755,0.47411900758743286,0.4913111627101898
