number,expected_value,actual_value
1911,0.6124189138412476,0.5742347240447998
2491,0.6063209533691406,0.5386614441871643
1771,0.6044535517692566,0.5627178192138672
1660,0.6035650730133058,0.5926916122436524
1660,0.6035650730133058,0.5963922381401062
1660,0.6035650730133058,0.5926916122436524
1660,0.6035650730133058,0.5963922381401062
1660,0.6035650730133058,0.573957884311676
