run_num,seed,test_f1_full,test_f1_per,test_miou_full,test_miou_per,test_mof_full,test_mof_per
1,10,0.6779333353042603,0.6663728356361389,0.4135936200618744,0.42574548721313477,0.5873278975486755,0.6055968999862671
2,42,0.6768932938575745,0.6664127111434937,0.4135936200618744,0.42574548721313477,0.5873278975486755,0.6055968999862671
