run_num,test_f1_full,test_f1_per,test_miou_full,test_miou_per,test_mof_full,test_mof_per
1,0.9309933185577393,0.9331669807434082,0.7809240818023682,0.7782121300697327,0.8113670945167542,0.8078185319900513
2,0.9327066540718079,0.9347936511039734,0.7830321788787842,0.780252993106842,0.8121223449707031,0.8086438179016113
3,0.9309933185577393,0.9331669807434082,0.7809240818023682,0.7782121300697327,0.8113670945167542,0.8078185319900513
4,0.9312933683395386,0.9335070252418518,0.7815319299697876,0.7787497043609619,0.8116188049316406,0.8080094456672668
5,0.9323866963386536,0.9346404075622559,0.7823058366775513,0.7795020937919617,0.8120594024658203,0.8085678815841675
